ID,Work Item Type,Title,State,Description
"9237","Requirement","GA-RQ-9.2","New","<div>The system must have the ability for the system administrator to create and manage user&nbsp;<span style=""font-weight:inherit;"">ids, assign users to security roles, send users links to reset password and revoke system&nbsp;</span><span style=""font-weight:inherit;"">access.</span></div>"
"9238","Requirement","GA-RQ-9.3","New","The system must have the ability to create and manage security roles for GGTCFC<br><div>enforcement staff, GGTCFC support staff, GGTCFC training staff, state and local level filers,&nbsp;<span style=""font-weight:inherit;"">and other user roles as needed.</span></div>"
"9239","Requirement","GA-RQ-9.4","New","The system must have the ability for Filers to reset their passwords."
"9240","Requirement","GA-RQ-9.5","New","The system must have the ability to maintain multiple technical environments (development,<br>testing, training and production) with different data, code releases and levels of user access."
"9241","Requirement","GA-RQ-9.6","New","The system must have the ability to move individual software patches and fixes between<br>technical environments."
"9242","Requirement","GA-RQ-9.7","New","The system must have the ability to easily move data between technical environments to<br>refresh environments with current data for development, testing or training."
"9243","Requirement","GA-RQ-9.8","New","The system must provide the system administrator with the ability to quickly backup and<br>restore data."
"9244","Requirement","GA-RQ-9.9","New","The system must provide the administrator with the tools to access, investigate and report<br>on the complete audit trail of all data that can be changed in the system."
"9245","Requirement","GA-RQ-9.10","New","The system must provide the administrator with the ability to manage and troubleshoot the<br>integration/interfaces with third-party systems and other data partners as defined in this<br>requirements document."
"9268","Requirement","GA-RQ-7.13","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability for Filers to pay online on civil penalties by and by credit card."
"59727","Requirement","DAD-LRS-RE: Training renewal","New","<div>In Miami, new lobbyist have 60 days to complete training after registering as a lobbyist. If they do not complete the training, they are frozen and need to have their accounts locked from filing/interacting with new principals.&nbsp; </div><div><br> </div><div>For existing lobbyist, the training is good for 2 years. They must renew on or before 2 years, or they also will go into frozen status and need to have their account frozen. Right now we need to work out if this looks like some kind of api connection with the training portal or some other manual process.&nbsp; </div>"
"59728","Requirement","DAD-LRS-RE: Training payment","New","<div>In Miami, lobbyist will need to pay 100 dollars to complete their training certificate required by local law. This bucket of transactions will need to be kept separate from the registration fee, which are a yearly 490 fee. This is due to internal Miami policy dictating the handling of funds.&nbsp; </div><div><br> </div><div>They
want to lock lobbyist accounts registered after 60 days if they do not complete
the training<br> </div>"
"60251","Requirement","DAD-LRS-REQ: Training expiration","New","<div>In Miami, Lobbyist are required to take training within <b>60 days of registration</b>. Upon completion, the certificate lasts for 2 years, after which certification will need to be completed again.&nbsp; </div><div><br> </div><div>Within our application, we need a new field to track Days remaining before expiration to we can show who is due for training. Miami will use this to deactivate users who fail to recertify their training.&nbsp; </div><div><br> </div><div><b>Data Conversion was agreed upon per contract amendment in Feb*.&nbsp;&nbsp;</b><strike>Depending upon the data conversion decision,</strike> we will need to bring in existing users who may have some days left before they need to recertify. We will need a path during registration or otherwise to identify these folks and populate their days left.&nbsp; </div><div><br> </div><div><b>Updated 3/29/2024</b> </div><div><span>Data Conversion will need to include users who have completed training in the past two years. Data provided by client, will include:</span> </div><div><ul><li> Training date&nbsp; </li><li>Expiration Date </li> </ul><div>We'll need a way a way to repeat the cycle, where a user must&nbsp;<span>restart the 60 day count down and require the lobbyist to pay, and rewatch provided training.</span> </div> </div><div><span><br></span> </div><div>Miami-Dade will also require a report that allows admin user to review Lobbyist that are not in compliance. </div><div><ul><li>Potentially via Ad Hoc Query tool with modification </li> </ul><div>Users who fail to comply with training requirements, will have their accounts <b>frozen </b>(definitely not suspended*) by the system until training requirements are satisfied. </div><div><br> </div><div><b>Notes on Frozen <span style=""display:inline !important;"">(definitely not suspended*)&nbsp;</span>account status <a href=""https://dev.azure.com/CivixGovDevOps/af468280-cb36-48d3-9de3-746ec605bb17/_workitems/edit/62498"" data-vss-mention=""version:1.0"">#62498</a>&nbsp;&nbsp;</b> </div><div><br> </div> </div><div> </div>"
"62475","Requirement","DAD-LRS-REQ - Registration Ordinance","New","<div>See attached pdf for Registration ordinance rules.&nbsp; </div>"
"62476","Requirement","DAD-LRS-REQ - 2 year rule","New","<div>See attachment for 2 year rule requirements.&nbsp; </div>"
"62481","Requirement","DAD-LRS-REQ - Data Conversion Requirements","New","<div>See requirements based on discussion with client attached.&nbsp; </div><div><br> </div>"
"62497","Requirement","DAD-LRS-REQ - Lobbyist ethics training","New","<p style=""margin:0in;font-size:12.0pt;"">Each lobbyist is
required to submit a Certificate of Completion of an&nbsp;<span style=""font-weight:bold;color:#2F2F2F;background:white;"">Ethics Course</span>&nbsp;approved
by the Miami-Dade County Ethics Commission to the Clerk of the Board within
sixty (60) days after registering as a lobbyist. Lobbyists who have completed
the initial&nbsp;<span style=""font-weight:bold;color:#2F2F2F;background:white;"">Ethics
Course</span>&nbsp;mandated by the preceding sentence and have continuously
registered as a lobbyist thereafter shall be required to complete a refresher
Ethics Course every two years and submit to the Clerk of the Board a
Certificate of Completion within sixty (60) days after registering as a
lobbyist. The Ethics Course shall include, but not be limited to, a review of
the following topics: the Conflict of Interest and Code of Ethics Ordinance;
the Sunshine Law; and the Public Records Law. The fee for the Ethics Course
shall be one hundred dollars ($100.00).&nbsp; </p><p style=""margin:0in;font-size:12.0pt;""><br> </p><p style=""margin:0in;font-size:12.0pt;""><br> </p><div style=""margin:0px 0in;font-size:12pt;""><br> </div><br>"
